empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos,percentual,percentual_acumulado,classe_abc,assessor
AF ESTOFADOS,AF0001-4,Puff Puffe Quadrado Decorativo Em Suede - CAFÉ,1.0,28.74,1,0.0098694716020892,1.0,C,CHRIS
AF ESTOFADOS,AF0001-5,Puff Puffe Quadrado Decorativo Em Suede - CASTOR,1.0,30.25,1,0.0103880137774252,0.9901305283979108,C,CHRIS
AF ESTOFADOS,864984847,"Sofá de canto Madrid Premium  2 metros por 2,45 Suede Velut Marrom  Sofa na Web",1.0,2853.02,1,0.9797425146204856,0.9797425146204856,C,CHRIS
BALAO DE OFERTAS,HIG-REAL-EML516213,Embalixo Saco Lixo Baby,1.0,12.89,1,0.0005571859042772,1.0000000000000002,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-GM325010001,Bloco Adesivo para Anotações Amarelo 37.5x50mm c/ 4 Blocos de 100 Folhas cada MP2000 Masterprint,1.0,16.0,1,0.0006916194312208,0.999442814095723,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-EML510143,Saco de Lixo Econômico Azul Embalixo 15L 100 Uni,1.0,19.0,1,0.0008212980745747,0.9971085985153526,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-GM302010073,Papel Fotografico Inkjet Glossy Adesivo 80G. Pacote Com 20 - 67541,1.0,19.0,1,0.0008212980745747,0.9979298965899274,C,JOYCE
BALAO DE OFERTAS,hig-REAL-GM302010037,Papel Fotografico Inkjet Glossy Dupla Face 220G Pacote Com 20 - 62876,1.0,19.0,1,0.0008212980745747,0.998751194664502,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-GM222060012,ita Rotulador Brother Pt-65 Pt-70 Pt-80 Pt-85 Pt-90 PT70Bm Verde mk 731 Etiquetador Compatível M-231 MK-231 MK231 12mm,1.0,23.0,1,0.0009942029323799,0.995293097508398,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-GM302010060,Papel Fotografico Inkjet Glossy Adesivo 130G Premium Pacote Com 20-48503,1.0,23.0,1,0.0009942029323799,0.9962873004407778,C,JOYCE
BALAO DE OFERTAS,7G-ZTFD-WVKH,Saco de Lixo 20 Litros com 100 Unidades - Reforçado (Verde),1.0,32.0,1,0.0013832388624416,0.9929156557135764,C,JOYCE
BALAO DE OFERTAS,DK-TXA1-KJA3,Saco de Lixo 20 Litros com 100 Unidades - Reforçado (Marrom),1.0,32.0,1,0.0013832388624416,0.994298894576018,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-GM302050007,Papel Fotografico Inkjet A3 Glossy Adesivo 130G Pacote Com 20 - 62881,1.0,34.0,1,0.0014696912913442,0.9915324168511348,C,JOYCE
BALAO DE OFERTAS,4D-MUPH-RZ7Q,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Branco, 40 litros)",1.0,35.0,1,0.0015129175057955,0.9900627255597904,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-EML514721,Embalixo Saco Lixo Mega Econômico 100 Litros,1.0,37.0,1,0.0015993699346981,0.988549808053995,C,JOYCE
BALAO DE OFERTAS,MLB1603227673,Saco Para Lixo Branco 40 Litros 100 Unidades,1.0,37.97,1,0.0016412993627159,0.9869504381192968,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-MNS-ELK-1285,Jogo da Memória Bluey,1.0,39.0,1,0.0016858223636007,0.9853091387565808,C,JOYCE
BALAO DE OFERTAS,C7-NN8J-HCYP,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Laranja, 40 litros)",1.0,42.3,1,0.00182846887129,0.9836233163929802,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-EML514165,Embalixo Saco Para Lixo Neutralizador De Odores 30 Litros,2.0,43.8,1,0.001893308192967,0.98179484752169,C,JOYCE
BALAO DE OFERTAS,60004686082,Sacos De Lixo 40 Litros Transparente 100 Unidades Fabricante Cor:Cinza-claro,1.0,45.0,1,0.0019451796503085,0.9740660003777972,C,JOYCE
BALAO DE OFERTAS,CH-W1PF-4O6X,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Transparente, 40 litros",1.0,45.0,1,0.0019451796503085,0.976011180028106,C,JOYCE
BALAO DE OFERTAS,OL-0GXC-PMOT,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Azul, 40 litros)",1.0,45.0,1,0.0019451796503085,0.9779563596784144,C,JOYCE
BALAO DE OFERTAS,Y7-Y7US-PND3,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Verde, 40 litros)",1.0,45.0,1,0.0019451796503085,0.9799015393287231,C,JOYCE
BALAO DE OFERTAS,MLB1603234784,Sacolas Plasticas Reciclada Reforçada 45 X 60 3 Kg,1.0,46.0,1,0.0019884058647598,0.9721208207274888,C,JOYCE
BALAO DE OFERTAS,HIG-REAL-GM302010055,Papel Fotográfico Glossy 115g Masterprint A4 - Pacote c/ 50 Folhas,2.0,52.0,2,0.0022477631514676,0.9701324148627288,C,JOYCE
BALAO DE OFERTAS,XK-PPST-5ELA,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Branco, 20 litros)",2.0,58.28,2,0.0025192237782218,0.9678846517112611,C,JOYCE
BALAO DE OFERTAS,AH-U983-NA99,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Preto, 60 litros)",1.0,59.22,1,0.002559856419806,0.9602457150934272,C,JOYCE
BALAO DE OFERTAS,QK-AY35-BAYC,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Transparente, 60 litros",1.0,59.22,1,0.002559856419806,0.9628055715132332,C,JOYCE
BALAO DE OFERTAS,XU-CKCL-ZO8U,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Laranja, 60 litros)",1.0,59.22,1,0.002559856419806,0.9653654279330393,C,JOYCE
BALAO DE OFERTAS,BF-PDSA-GRNY,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Transparente, 20 litros",2.0,60.14,2,0.0025996245371012,0.9576858586736212,C,JOYCE
BALAO DE OFERTAS,CI-6QIH-931N,"Sacos de Lixo 20L, 40L, 60, 100L, 200L - Coloridos - 100 unidades - Coleta Seletiva - Reforçado (Branco, 60 litros)",1.0,63.0,1,0.0027232515104319,0.9550862341365198,C,JOYCE
BALAO DE OFERTAS,UY-FTC8-X54B,Saco de Lixo 20 Litros com 100 Unidades - Reforçado (Azul),2.0,64.0,2,0.0027664777248833,0.952362982626088,C,JOYCE
BELLA COMERCIAL,DY16154,Saca Rolha Compacto em Aço Inox Mimo Style,1.0,23.19,1,0.0022940907625007,0.9999999999999998,C,JOYCE
BELLA COMERCIAL,7798,Espátula Reta de Silicone Cabo de Madeira Cinza 31cm Coberturas Fechada,1.0,26.89,1,0.0026601164555258,0.997705909237499,C,JOYCE
BELLA COMERCIAL,7793,Colher de Silicone Vermelha 28cm Livre de BPA Resistente até 220°C,1.0,27.09,1,0.0026799016281218,0.9923658911538512,C,JOYCE
BELLA COMERCIAL,7800,Espátula em Silicone Vermelha Vazada para Frituras 30cm Chapeiro TPC,1.0,27.09,1,0.0026799016281218,0.9950457927819732,C,JOYCE
BELLA COMERCIAL,TNY-MLB3466256149,Kit 100un Sacolas Plástica 20x30 Alça Boca De Palhaço,1.0,28.79,1,0.0028480755951874,0.9896859895257296,C,JOYCE
BELLA COMERCIAL,HIG-VIRT-MNS-ELK-1111-001,Chocalho E Mordedor Esticadinho Leão Para Bebê - Elka,1.0,29.0,1,0.0028688500264132,0.986837913930542,C,JOYCE
BELLA COMERCIAL,HIG-VIRT-2EML510136,Saco Para Lixo Branco Pia E Banheiro Com 100 Un Embalixo,1.0,35.0,1,0.0034624052042917,0.9839690639041287,C,JOYCE
BELLA COMERCIAL,7904,Caneco Leiteira com Bico Ø10cm Fervedor Alumínio Polido Baquelite,1.0,36.09,1,0.0035702343949397,0.9805066586998372,C,JOYCE
BELLA COMERCIAL,HIG-VIRT-GRF-RF45x100-001,Rolo De Filme Pvc 45cm X 100 Metros,1.0,38.0,1,0.003759182793231,0.9769364243048974,C,JOYCE
BELLA COMERCIAL,HIG-VIRT-UTIL-116367,Mini Mixer Elétrico Misturador De Bebidas 2 Em 1 Portátil Fu,1.0,38.99,1,0.003857119397581,0.9731772415116664,C,JOYCE
BELLA COMERCIAL,HIG-VIRT-MNS-ELK-840-002,Kit Letras Alfabeto 28 Peças Educativa Elka 840 Cor Amrelo Amrelo,1.0,40.0,1,0.0039570345191906,0.9693201221140852,C,JOYCE
BELLA COMERCIAL,HIG-VIRT-GRF-RF300X28-001,"Filme Pvc, Resinite, Insulfilme 28 Centímetros X 300 Metros.",1.0,49.0,1,0.0048473672860085,0.9653630875948946,C,JOYCE
BELLA COMERCIAL,HIG-VIRT-GRF-RF38x100-001,01 Rolo Plástico Filme Pvc 38cm X 100m Bobina 38x100,2.0,54.0,2,0.0053419966009073,0.960515720308886,C,JOYCE
BELLA COMERCIAL,TNY-BLGBEL4184,Kit 5 Peças Utensílio Cozinha Silicone Espátula Fue Pincel,1.0,55.99,1,0.005538859068237,0.9551737237079788,C,JOYCE
BIDU SHOP,97431454,"Saco Lixo 20, 40, 60, 100 200 L 10 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Amarelo,20 Litros",1.0,15.36,1,0.0004302696973041,1.0000000000000002,C,JOYCE
BIDU SHOP,,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - verde,20 Litros",1.0,17.28,1,0.0004840534094671,0.999085676893229,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Branco,20 Litros",1.0,17.28,1,0.0004840534094671,0.999569730302696,C,JOYCE
BIDU SHOP,323,Saco De Lixo 60l Preto Reforçado Pacote Com 50 Unidades,1.0,25.46,1,0.0007131944331616,0.9978884290506004,C,JOYCE
BIDU SHOP,BLGBEL6025,Saco De Lixo 60l Preto Reforçado Pacote Com 50 Unidades,1.0,25.46,1,0.0007131944331616,0.998601623483762,C,JOYCE
BIDU SHOP,97431454,"Saco Lixo 20, 40, 60, 100 200 L 10 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - laranja,100 Litro",1.0,28.04,1,0.0007854662963807,0.9971752346174386,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Azul,40 Litros",1.0,28.11,1,0.0007874271608866,0.994027486838398,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Branco,40 Litros",1.0,28.11,1,0.0007874271608866,0.9948149139992846,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Vermelho,40 Litro",1.0,28.11,1,0.0007874271608866,0.9956023411601712,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - verde,40 Litros",1.0,28.11,1,0.0007874271608866,0.996389768321058,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Marrom,40 Litros",1.0,28.4,1,0.0007955507424113,0.9924445089351,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - laranja,40 Litros",1.0,28.4,1,0.0007955507424113,0.9932400596775112,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Azul,20 Litros",2.0,33.18,2,0.0009294497758171,0.9916489581926886,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Marrom,60 Litros",1.0,35.02,1,0.0009809924999733,0.9907195084168714,C,JOYCE
BIDU SHOP,MLB1596554809,Sacola Plástica Reciclada Reforçada 30x40 Branca - 1 Kg,2.0,38.0,2,0.0010644693032264,0.989738515916898,C,JOYCE
BIDU SHOP,BLGBEL6485,Saco Para Lixo De 20 Litros Branco Leitoso Com 100 Sacos,2.0,47.5,2,0.001330586629033,0.9886740466136716,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Amarelo,20 Litros",3.0,49.77,3,0.0013941746637257,0.9873434599846386,C,JOYCE
BIDU SHOP,01-SHP-00000190,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Azul,15Litros",1.0,50.4,1,0.0014118224442792,0.9859492853209127,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - verde,20 Litros",3.0,50.46,3,0.0014135031852843,0.9845374628766336,C,JOYCE
BIDU SHOP,01-SHP-00000182,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Branco,15Litros",1.0,53.57,1,0.0015006215940483,0.9816233380973008,C,JOYCE
BIDU SHOP,01-SHP-00000192,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,15Litros",1.0,53.57,1,0.0015006215940483,0.9831239596913492,C,JOYCE
BIDU SHOP,78611238,"Saco de Lixo 600 Litros Higipack P15 Reforçado 140x160 0,15 Micras Preto Kits com 5, 10, 15, 20 und - ???? 10 unidades",1.0,55.02,1,0.0015412395016714,0.9801227165032524,C,JOYCE
BIDU SHOP,hig-virt-sc15l-060,Saco De Lixo 15 Litros Reforçado Branco - - kit com 60 sacos,2.0,56.0,2,0.0015686916047547,0.9785814770015808,C,JOYCE
BIDU SHOP,68280685,Saco De Lixo 50 Litros Reforçado Branco - 20 Unidades - 100 UNIDADES,1.0,58.0,1,0.0016247163049245,0.9770127853968262,C,JOYCE
BIDU SHOP,MLB943562716,Kit Copo Dose Dupla Bebida Shot Tequila Festa C/ 06 Unidades,2.0,61.44,2,0.0017210787892165,0.9753880690919016,C,JOYCE
BIDU SHOP,MLB1066316805,Sacolas Plasticas Branca Reciclada 70x90 Pacote De 1 Kg,2.0,64.0,2,0.0017927904054339,0.9736669903026852,C,JOYCE
BIDU SHOP,01-SHP-00000013,"Saco de Lixo Preto Reforçado Resistente 20L 40L 60L 100L Atacado Envio Imediato - 100 LITROS,100 UNIDADES",1.0,65.0,1,0.0018208027555188,0.9718741998972512,C,JOYCE
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - preto,200 Litros",1.0,69.12,1,0.0019362136378686,0.9700533971417324,C,JOYCE
BIDU SHOP,BLGBEL5654,Saco De Lixo 200 Litros P9 - Super Reforçado  20 Unidades,2.0,70.0,2,0.0019608645059433,0.9661563189979204,C,JOYCE
BIDU SHOP,HIG-VIRT-SLIX200P9-20-,Saco De Lixo 200 Litros P9 - Super Reforçado 20 Unidades,2.0,70.0,2,0.0019608645059433,0.9681171835038636,C,JOYCE
BIDU SHOP,2081,1 Rolo Etiqueta 10x15 100x150 Térmica Serrilha 500 Un Cor:Branco,2.0,71.52,2,0.0020034432780724,0.964195454491977,C,JOYCE
BIDU SHOP,68280685,Saco De Lixo 50 Litros Reforçado Branco - 20 Unidades - 50 UNIDADES,3.0,84.0,3,0.002353037407132,0.9598389738067724,C,JOYCE
BIDU SHOP,MLB2657117451,"Saco Plastico Transparente 70x110 Espes. 0,10 10un",2.0,84.0,2,0.002353037407132,0.9621920112139044,C,JOYCE
BIDU SHOP,CR60-am,Cesto Lixeira Plastico Tipo Balde 60l Marca Jsn - Amarelo,1.0,89.0,1,0.0024930991575565,0.9549928372420836,C,JOYCE
BIDU SHOP,CR60-am,Cesto Lixeira Plastico Tipo Balde 60l Marca Jsn - amarelo,1.0,89.0,1,0.0024930991575565,0.9574859363996404,C,JOYCE
BIDU SHOP,01-SHP-00000165,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,50 Litros",1.0,97.55,1,0.0027326047507825,0.9524997380845271,C,JOYCE
CAJON MARCOS BRANDÃO LTDA,KIT.SIMPLES,Kit Chimbal De Dedos + Ganzá Instrumentos Para Tocar Cajon,2.0,119.8,2,0.0063265703809831,1.0000000000000002,C,JOYCE
CAJON MARCOS BRANDÃO LTDA,MB125,Kit Acessórios Percussão Cajones Mb Shake Ganzá Peruano,1.0,142.79,1,0.0075406593046792,0.9936734296190172,C,JOYCE
CAJON MARCOS BRANDÃO LTDA,MB102,Cajón Compacto Elétrico Para Percussão Marcos Brandão,1.0,149.0,1,0.0078686058995532,0.9861327703143378,C,JOYCE
CAJON MARCOS BRANDÃO LTDA,CJT10P12L,Cajón Acústico Quadrado 12 Lados Mdf Cajones Mb,1.0,292.81,1,0.0154631308285113,0.9782641644147844,C,JOYCE
CAJON MARCOS BRANDÃO LTDA,BG - 7/8,Bongô De Madeira Com Pele De 3 Mm Que Não Desafina Nunca Mb Preto,1.0,321.6,1,0.0169835144784989,0.9628010335862732,C,JOYCE
CH BIKE BONNER,0025-01,Suporte Celular Absolute Silicone Para Bike Moto Até 6 Polegadas Preto,1.0,59.99,1,1.0,1.0,C,CHRIS
CH BIKE LPS,0025-01,Suporte Absolute Jy-530-5 Para Celular Guidão Bike Smartphon,1.0,59.99,1,1.0,1.0,C,CHRIS
CH BIKE PASSI,0407-00,Quebra Cabeça Bloxmania 60 Peças Didático Roblox Puzzle,1.0,29.9,1,0.0200583638010263,1.0,C,CHRIS
CH BIKE PASSI,0444-00,Kit 2 Pares Pastilha de Freio Absolute ABS-01S Orgânica,1.0,39.9,1,0.0267668466776238,0.9799416361989736,C,CHRIS
CH BIKE PASSI,6670-01,Bicicleta Cross Aro 20 Bmx Freestyle Com Rodinhas Cor:Branco/Azul;Pneu:Azul,2.0,1420.85,2,0.9531747895213496,0.9531747895213496,C,CHRIS
DECO ELETRO,DE00162-PT,CAIXA PLÁSTICA IN BOX IPEC  - PRETO,1.0,10.56,1,6.489079726824491e-05,0.9999999999999992,C,CHRIS
DECO ELETRO,DE05921-B,TORNEIRA DE COZINHA BICA MOVEL DE PAREDE SIMPLES CRYSTALINA - Branco,1.0,19.9,1,0.0001222847410642,0.9999351092027312,C,CHRIS
DECO ELETRO,DE00965,LÂMPADA BULBO LED A60 9W BIVOLT 6500K YU ELGIN,4.0,22.0,1,0.0001351891609755,0.9998128244616667,C,CHRIS
DECO ELETRO,DE00313,MÓDULO RELÉ PARA ACIONAMENTOS DE TRAVAS - IPEC,1.0,23.7,1,0.0001456355961417,0.9996776353006912,C,CHRIS
DECO ELETRO,DE01533-RS,Controle Remoto Tx Ipec Portão 433Mhz Saw Ppa Garen Seg Rcg - ROSA,1.0,24.4,1,0.0001499370694455,0.9995319997045496,C,CHRIS
DECO ELETRO,DE00255-RX,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - ROXO,1.0,24.52,1,0.000150674464869,0.999382062635104,C,CHRIS
DECO ELETRO,DE04381-AZ,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - AZUL,1.0,25.59,1,0.0001572495740619,0.9989168890221112,C,CHRIS
DECO ELETRO,DE04381-LJ,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - LARANJA,1.0,25.59,1,0.0001572495740619,0.999074138596173,C,CHRIS
DECO ELETRO,DE04381-VD,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - VERDE,1.0,25.59,1,0.0001572495740619,0.9992313881702348,C,CHRIS
DECO ELETRO,DE01533-VD,Controle Remoto Tx Ipec Portão 433Mhz Saw Ppa Garen Seg Rcg - VERDE,1.0,25.69,1,0.0001578640702482,0.9987596394480492,C,CHRIS
DECO ELETRO,DE06558-LR,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - LARANJA,1.0,25.9,1,0.0001591545122393,0.9986017753778008,C,CHRIS
DECO ELETRO,DE04578,ALICATE DESENCAPADOR CABO GM1050 CHEVROLET,1.0,26.0,1,0.0001597690084256,0.9984426208655616,C,CHRIS
DECO ELETRO,DE02005,Fonte 12v 2a Bivolt Estabilizada Led Alimentação Cftv Plug ,3.0,27.0,2,0.0001659139702881,0.998282851857136,C,CHRIS
DECO ELETRO,DE00313,Módulo Relé Ipec RELÉ FLAT 3 VIAS Para Travas Luz 110v/220v,1.0,27.37,1,0.0001681876061772,0.998116937886848,C,CHRIS
DECO ELETRO,DE02178,FONTE CHAVEADA 12V 1A COM BORNE IPEC,1.0,28.88,1,0.0001774664985896,0.9979487502806706,C,CHRIS
DECO ELETRO,DE06301,Rele Para Fechadura Eletrônica Ipec Digital  12V  Portão,1.0,29.82,1,0.0001832427627404,0.997771283782081,C,CHRIS
DECO ELETRO,DE01346,FONTE COM PINO P4 12V 2A IMPORTADO,2.0,30.840000000000003,2,0.0001895106238402,0.9975880410193406,C,CHRIS
DECO ELETRO,DE00112,LAMPADA VINTAGE LED GLOBO G125 4W BIVOLT 2400K OUROLUX,1.0,30.91,1,0.0001899407711705,0.9973985303955004,C,CHRIS
DECO ELETRO,DE00144,Módulo Temporizador Para Trava Eletromagnética Bivolt Ipec,1.0,33.24,1,0.0002042585323102,0.9972085896243298,C,CHRIS
DECO ELETRO,DE06558-PT,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - PRETO,1.0,33.46,1,0.00020561042392,0.9970043310920196,C,CHRIS
DECO ELETRO,DE07615,Suporte Fone De Ouvido Headset Mesa Aço Headphone Preto,1.0,33.53,1,0.0002060405712504,0.9967987206680996,C,CHRIS
DECO ELETRO,DE00669,Lâmpada Led Bulbo 12w Bivolt E27 6500k Luz Branca Ourolux,2.0,35.74,2,0.0002196209369665,0.9965926800968492,C,CHRIS
DECO ELETRO,DE04381-CZ,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - CINZA,2.0,36.38,1,0.0002235537125585,0.9963730591598824,C,CHRIS
DECO ELETRO,DE07503,Controle Portão Remoto Tx Flex 4 Botões Eletrônico 433Mhz,1.0,36.77,1,0.0002259502476849,0.996149505447324,C,CHRIS
DECO ELETRO,DE04387-BR,Arandela Luminária Oval Tartaruga Branca Aço Vidro Resistente - BRANCO,2.0,38.0,1,0.0002335085507758,0.9959235551996388,C,CHRIS
DECO ELETRO,DE00207-PT,Sirene Elite Piezoelétrica 12v Alarme E Cerca Elétrica 1 Som,2.0,40.67,2,0.0002499155989488,0.9956900466488632,C,CHRIS
DECO ELETRO,DE03520,REFLETOR LED 10W VERDE AVANT,2.0,41.8,1,0.0002568594058534,0.9954401310499142,C,CHRIS
DECO ELETRO,DE02945,RESISTENCIA PRATIMIX TIPO L 3T 220V 5500W MAXI DUCHA,4.0,42.64,2,0.0002620211738179,0.9951832716440608,C,CHRIS
DECO ELETRO,DE01443-BR,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - BRANCO,2.0,43.06,2,0.0002646020578002,0.9949212504702428,C,CHRIS
DECO ELETRO,DE01443-LR,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - LARANJA,2.0,45.18,2,0.0002776293769487,0.9946566484124424,C,CHRIS
DECO ELETRO,DE03616,INTERRUPTOR WIFI AUTOMAÇAO RESIDENCIAL CASA INTELIGENTE MS101 NOVADIGITAL,1.0,48.0,1,0.0002949581694011,0.9943790190354936,C,CHRIS
DECO ELETRO,DE01181,CHAVE INTERRUPTOR ALAVANCA METALICA ON OFF 10A BIPOLAR CS-301C MB1S/SS-CB MARGIRIUS,1.0,49.9,1,0.0003066335969399,0.9940840608660928,C,CHRIS
DECO ELETRO,DE04763,REFLETOR DE LED  SLIM 30W VERDE IP65 AVANT,2.0,49.95,2,0.000306940845033,0.9937774272691527,C,CHRIS
DECO ELETRO,DE07618,Suporte de mesa para celular de ferro preto,3.0,50.010000000000005,2,0.0003073095427447,0.9934704864241196,C,CHRIS
DECO ELETRO,DE00248,Botoeira Simples Com Fio Abertura Fechadura Black Portão,2.0,50.54,1,0.0003105663725319,0.9931631768813748,C,CHRIS
DECO ELETRO,DE00255-BR,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Branco,2.0,54.5,2,0.0003349004215075,0.992852610508843,C,CHRIS
DECO ELETRO,DE06558-CZ,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - CINZA,2.0,56.97,2,0.0003500784773079,0.9925177100873356,C,CHRIS
DECO ELETRO,DE00909,CHAVE RODA TIPO CRUZ 17X19X21X23MM FOXLUX REF: 45.13,1.0,58.0,1,0.0003564077880263,0.9921676316100276,C,CHRIS
DECO ELETRO,DE04858,LAMPADA LED BULBO 9W BRANCO QUENTE ELGIN,6.0,58.8,1,0.0003613237575163,0.9918112238220012,C,CHRIS
DECO ELETRO,DE07580-BR,Botoeira Externo Ipec Aço Inox 3A Porta IP65 Segurança Botão - Branco,1.0,60.9,1,0.0003742281774276,0.991075671887057,C,CHRIS
DECO ELETRO,DE07580-PT,Botoeira Externo Ipec Aço Inox 3A Porta IP65 Segurança Botão - Preto,1.0,60.9,1,0.0003742281774276,0.9914499000644847,C,CHRIS
DECO ELETRO,DE00303,Protetor De Linha Telefonica Protel Contra Surtos Ipec,2.0,63.24,2,0.0003886073881859,0.9907014437096292,C,CHRIS
DECO ELETRO,DE01776,CHUVEIRINHO MANUAL QUICK DE BANHO FAME,5.0,64.52,4,0.0003964729393699,0.9903128363214434,C,CHRIS
DECO ELETRO,DE06558-VR,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - VERMELHO,2.0,66.92,1,0.00041122084784,0.9899163633820734,C,CHRIS
DECO ELETRO,DE07483,Filtro de Linha Voltimetro Tomadas 8 Extensão Régua Bivolt,1.0,67.38,1,0.0004140475302968,0.9895051425342334,C,CHRIS
DECO ELETRO,DE04381-RS,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - ROSA,4.0,72.58,2,0.0004460013319819,0.9890910950039364,C,CHRIS
DECO ELETRO,DE04381-BC,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - BRANCO,5.0,73.1,1,0.0004491967121504,0.9886450936719546,C,CHRIS
DECO ELETRO,DE00255-RS,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Rosa,3.0,73.48,3,0.0004515317976582,0.988195896959804,C,CHRIS
DECO ELETRO,DE06509,Filtro de Linha Metálico 12 Tomadas Extensão Régua Bivolt,1.0,74.61,1,0.0004584756045628,0.987744365162146,C,CHRIS
