empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos,percentual,percentual_acumulado,classe_abc,assessor
OBA OBA,78974766603258,BORRACHA MAX TONS ,2.0,7.8,2,0.0001208374593645,0.9683695556527768,C,CHRIS
OBA OBA,78974766604063,Kit Lápis HB Fini 2 Lápis + 2 Borracha,1.0,7.8,1,0.0001208374593645,0.9684903931121412,C,CHRIS
OBA OBA,78974766604238,ROLO ESPUMA AMARELO C/ CABO 5CM 38MM ROMA,2.0,7.8,1,0.0001208374593645,0.9686112305715058,C,CHRIS
OBA OBA,185,ACUCAREIRO PLASUTIL C COLHER 300ML,1.0,7.9,1,0.0001223866575615,0.9637451990347886,C,CHRIS
OBA OBA,24868,Pasta Aba com Elástico Plástica 4 cm Amarela DAC,1.0,7.9,1,0.0001223866575615,0.96386758569235,C,CHRIS
OBA OBA,26687,Porta Detergente Plástico Sanremo,1.0,7.9,1,0.0001223866575615,0.9639899723499116,C,CHRIS
OBA OBA,35140,ASSAPRATICO CHURRASCO GIOPACK  45X5,1.0,7.9,1,0.0001223866575615,0.964112359007473,C,CHRIS
OBA OBA,3923,Borracha Escolar com Capa Protetora Grande,1.0,7.9,1,0.0001223866575615,0.9642347456650344,C,CHRIS
OBA OBA,40438,Vaso Quadrado M 6 Litros – Preto PLASMONT  0291,1.0,7.9,1,0.0001223866575615,0.964357132322596,C,CHRIS
OBA OBA,45988,CADERNO,1.0,7.9,1,0.0001223866575615,0.9644795189801576,C,CHRIS
OBA OBA,46565,Caneta Gel 0.8mm Trigel Branca Cis,1.0,7.9,1,0.0001223866575615,0.964601905637719,C,CHRIS
OBA OBA,47958,FORMA DE SILICONE P/ AIR FRYER,1.0,7.9,1,0.0001223866575615,0.9647242922952805,C,CHRIS
OBA OBA,49505,CADERNO BROCH 20 F.,1.0,7.9,1,0.0001223866575615,0.964846678952842,C,CHRIS
OBA OBA,50639,REGUA ALUMINIO VIGHS,1.0,7.9,1,0.0001223866575615,0.9649690656104034,C,CHRIS
OBA OBA,7533,CANETA CORRETIVA MERCUR branco,1.0,7.9,1,0.0001223866575615,0.9650914522679648,C,CHRIS
OBA OBA,78974766602010,Caderno Espiral Capa Dura Comfy 80 Folhas Credeal,1.0,7.9,1,0.0001223866575615,0.9652138389255264,C,CHRIS
OBA OBA,78974766602047,PEGADOR POMEL GRANDE,1.0,7.9,1,0.0001223866575615,0.9653362255830878,C,CHRIS
OBA OBA,78974766602474,PULVERIZADOR GIRAFINHA CATUAÍ 375ML,1.0,7.9,1,0.0001223866575615,0.9654586122406492,C,CHRIS
OBA OBA,78974766602857,PUXADOR ROMA ALUF 5486 c/2,1.0,7.9,1,0.0001223866575615,0.9655809988982108,C,CHRIS
OBA OBA,78974766602880,Puxador San Francisco 160mm 5473,1.0,7.9,1,0.0001223866575615,0.9657033855557724,C,CHRIS
OBA OBA,78974766603715,Saleiro Premium – 1 kg Plastibrasil,1.0,7.9,1,0.0001223866575615,0.9658257722133338,C,CHRIS
OBA OBA,78974766604036,PINCEL 589 ARTISTICO TN,1.0,7.9,1,0.0001223866575615,0.9659481588708952,C,CHRIS
OBA OBA,78974766604070,MASSA EVA 50G MAKE+ 10 CORES SORTIDAS,1.0,7.9,1,0.0001223866575615,0.9660705455284568,C,CHRIS
OBA OBA,78974766604080,Kit c/ 02 Bacias Canelada Inplast (P /M ),1.0,7.9,1,0.0001223866575615,0.9661929321860182,C,CHRIS
OBA OBA,78974766604194,Estilete Largo Metal - Vighs,1.0,7.9,1,0.0001223866575615,0.9663153188435796,C,CHRIS
OBA OBA,17758,ISQUEIRO BIC MINI,1.0,7.97,1,0.0001234710962993,0.9636228123772272,C,CHRIS
OBA OBA,26136,"PIRULITO DORI YOGURTE ORIGINAL 10,8GR",16.0,8.0,7,0.0001239358557584,0.963127533713652,C,CHRIS
OBA OBA,486020-branco,Papel de Seda 20g -branco,16.0,8.0,6,0.0001239358557584,0.9632514695694108,C,CHRIS
OBA OBA,7592,CANETA FABER TRILUX FINA  AZUL,5.0,8.0,2,0.0001239358557584,0.9633754054251692,C,CHRIS
OBA OBA,78974766602904,Ponteira Pé Cadeira Externa Pvc Preta 3/4'' 5462,16.0,8.0,1,0.0001239358557584,0.9634993412809276,C,CHRIS
OBA OBA,4802100-laranja,Papel Crepom Comum Laranja,3.0,8.25,1,0.0001278088512509,0.9630035978578936,C,CHRIS
OBA OBA,3939,BORRACHA MERCUR N20,5.0,8.5,4,0.0001316818467433,0.9624807434664124,C,CHRIS
OBA OBA,50002,BOLINHA BIO GEL,5.0,8.5,2,0.0001316818467433,0.9626124253131558,C,CHRIS
OBA OBA,78974766602221,clips coloridos bacchi,1.0,8.5,1,0.0001316818467433,0.9627441071598992,C,CHRIS
OBA OBA,78974766603306,Marcador Faber Castell multimark permanente amarelo,1.0,8.5,1,0.0001316818467433,0.9628757890066426,C,CHRIS
OBA OBA,36136,GRAMPO 26/6 C/5000 GALVANIZADO JOCAR 93010,1.0,8.55,1,0.0001324564458418,0.962349061619669,C,CHRIS
OBA OBA,29965,SELO DE SEGURANÇA -P/PANELA AZUL,4.0,8.6,4,0.0001332310449403,0.9622166051738272,C,CHRIS
OBA OBA,14050-branco,TNT POR METRO-branco,3.0,8.7,2,0.0001347802431373,0.9616790333994746,C,CHRIS
OBA OBA,29562,SACO DE PRESENTE  35X53CM COM LACO,4.0,8.7,3,0.0001347802431373,0.961813813642612,C,CHRIS
OBA OBA,48560,Caneta Esferográfica 07 My Tech Vermelho - Jocar Office,3.0,8.7,3,0.0001347802431373,0.9619485938857494,C,CHRIS
OBA OBA,49203,ELASTICO DE CABELO,3.0,8.7,3,0.0001347802431373,0.9620833741288868,C,CHRIS
OBA OBA,32360,TOUCA METALIZADA PLAST-LEO,1.0,8.73,1,0.0001352450025964,0.9615442531563372,C,CHRIS
OBA OBA,78974766602906,Ponteira Pé Cadeira Externa Pvc Preta 5/8'' 5464,22.0,8.8,3,0.0001363294413343,0.9612726787124064,C,CHRIS
OBA OBA,78974766603528,Chiclete Buzzy Barbie Tutti-Frutti,44.0,8.8,11,0.0001363294413343,0.9614090081537408,C,CHRIS
OBA OBA,2138,Pulseira Lisa infantil para Lembrancinha - MINI TOYS,1.0,8.9,1,0.0001378786395313,0.9576893832827896,C,CHRIS
OBA OBA,25461,PENEIRA  INOX  10CM CATUAI,1.0,8.9,1,0.0001378786395313,0.9578272619223208,C,CHRIS
OBA OBA,25641,"Peso Panela Pressao Clock 2-3-4,5-7lts Metal",1.0,8.9,1,0.0001378786395313,0.9579651405618522,C,CHRIS
OBA OBA,2788,Pilha Zinco 9V Elgin Bateria 9 Volts Carvão 6F22 1 unidade,1.0,8.9,1,0.0001378786395313,0.9581030192013836,C,CHRIS
OBA OBA,30223,SOLDA FIO EMAVI,1.0,8.9,1,0.0001378786395313,0.9582408978409148,C,CHRIS
OBA OBA,33779,Eirilar Borracha de Vedação P/ Panela De Pressão 2 E 3 Litros Fechamento Interno Original,1.0,8.9,1,0.0001378786395313,0.958378776480446,C,CHRIS
OBA OBA,41713,PINO MACHO DANEVA 2P+T 10A GRANEL CINZA,1.0,8.9,1,0.0001378786395313,0.9585166551199774,C,CHRIS
OBA OBA,41713,PINO MACHO DANEVA 2P+T 10A GRANEL CINZA ,1.0,8.9,1,0.0001378786395313,0.9586545337595088,C,CHRIS
OBA OBA,45322,Mouse Pad 540 Preto TN,1.0,8.9,1,0.0001378786395313,0.95879241239904,C,CHRIS
OBA OBA,46059,Porta Canetas Quadrado Aramado Pink 505 TN,1.0,8.9,1,0.0001378786395313,0.9589302910385712,C,CHRIS
OBA OBA,47320,"Lixeira Quad. Basculante 3,6 Litros – Black Steel  PLASMONT ",1.0,8.9,1,0.0001378786395313,0.9590681696781026,C,CHRIS
OBA OBA,48225,CJ. AP POTES RETANGULAR,1.0,8.9,1,0.0001378786395313,0.959206048317634,C,CHRIS
OBA OBA,48564,Fita Crepe 711 Branca 24mm x 40m Rolo – Adelbras,1.0,8.9,1,0.0001378786395313,0.9593439269571652,C,CHRIS
OBA OBA,48972,TOALHA CRISTINE TEKA,1.0,8.9,1,0.0001378786395313,0.9594818055966964,C,CHRIS
OBA OBA,49101,CANTONEIRA,1.0,8.9,1,0.0001378786395313,0.9596196842362278,C,CHRIS
OBA OBA,49635,PUXA SACO 45cm X 20xm Sortido,1.0,8.9,1,0.0001378786395313,0.9597575628757592,C,CHRIS
OBA OBA,5069,CAD.DESENHO XRACING TILIBRA,1.0,8.9,1,0.0001378786395313,0.9598954415152904,C,CHRIS
OBA OBA,50834,FIO DENTAL,1.0,8.9,1,0.0001378786395313,0.9600333201548216,C,CHRIS
OBA OBA,78974766602049,CABO DE LEITEIRA C/PARAFUSO GRANDE,1.0,8.9,1,0.0001378786395313,0.960171198794353,C,CHRIS
OBA OBA,78974766602769,Tomada Externa Daneva 2P+T. 20A. Desmontavel,1.0,8.9,1,0.0001378786395313,0.9603090774338844,C,CHRIS
OBA OBA,78974766602938,ROLDANA RI 35 FIXA BAURU 8729,1.0,8.9,1,0.0001378786395313,0.9604469560734156,C,CHRIS
OBA OBA,78974766603398,terra  vegetal 5 k  wealthy commerce,1.0,8.9,1,0.0001378786395313,0.9605848347129468,C,CHRIS
OBA OBA,78974766604423,Martelo P/Carne Cabo Madeira Catuaí,1.0,8.9,1,0.0001378786395313,0.9607227133524782,C,CHRIS
OBA OBA,8143,CAPA P/ BOTIJAO RENDA,1.0,8.9,1,0.0001378786395313,0.9608605919920096,C,CHRIS
OBA OBA,9215,Giz De Cera Curto Abelhinhas 15 Cores – Acrilex,1.0,8.9,1,0.0001378786395313,0.9609984706315408,C,CHRIS
OBA OBA,9967,Cola Isopor Compactor 90g ,1.0,8.9,1,0.0001378786395313,0.961136349271072,C,CHRIS
OBA OBA,78974766602517,MUSGO DECORATIVO 40G SORTIDO,1.0,8.94,1,0.0001384983188101,0.9575515046432584,C,CHRIS
OBA OBA,21203,Marca-Texto Grifpen Pastel Verde - Faber-Castel,2.0,9.0,2,0.0001394278377283,0.9569947228112632,C,CHRIS
OBA OBA,21243,PINCEL MARCA TEXTO GRIFPEN LARANJA - FABER CASTELL,2.0,9.0,1,0.0001394278377283,0.9571341506489917,C,CHRIS
OBA OBA,2969,Adaptador para Torneira/Engate Rápido Mangueira TRAMONTINA,2.0,9.0,2,0.0001394278377283,0.95727357848672,C,CHRIS
OBA OBA,48309,Marca texto Faber Castell grifpen cinza,2.0,9.0,2,0.0001394278377283,0.9574130063244484,C,CHRIS
OBA OBA,51327,"PARAFUSO CHATO 5,0x50",3.0,9.3,2,0.0001440754323192,0.9568552949735348,C,CHRIS
OBA OBA,50631,Marca Texto Vighs  Amarelo,5.0,9.5,1,0.0001471738287132,0.9565640457125024,C,CHRIS
OBA OBA,78974766603087,SELO DE SEGURANÇA -P/PANELA PRETO,5.0,9.5,4,0.0001471738287132,0.9567112195412156,C,CHRIS
OBA OBA,78974766603917,KIT 3 CANETAS ESFEROGRÁFICA FABER CASTELL TRILUX PONTA FINA,2.0,9.6,2,0.0001487230269101,0.9564168718837892,C,CHRIS
OBA OBA,44116,SACOLA GARRAFA KRAFT,3.0,9.7,3,0.0001502722251071,0.956268148856879,C,CHRIS
OBA OBA,19767,LAPISEIRA 0.9 JOCAR TECNICA DIAMOND COM BORRACHA,2.0,9.8,1,0.0001518214233041,0.9539923767055136,C,CHRIS
OBA OBA,25755,PILHA  A23 ALCALINA ELGIN,2.0,9.8,1,0.0001518214233041,0.9541441981288176,C,CHRIS
OBA OBA,28218,PRENDEDOR DE PAPEL CIS,2.0,9.8,1,0.0001518214233041,0.9542960195521218,C,CHRIS
OBA OBA,3900,Borracha Dust Free Grande Faber-Castell,2.0,9.8,2,0.0001518214233041,0.954447840975426,C,CHRIS
OBA OBA,39226,MARCADOR PERMANENTE JOCAR PONTA DUPLA AZUL,2.0,9.8,2,0.0001518214233041,0.9545996623987302,C,CHRIS
OBA OBA,43608,Vaso Retangular M 3 Litros – Preto PLASMONT 0290,2.0,9.8,1,0.0001518214233041,0.9547514838220345,C,CHRIS
OBA OBA,44086,BORRACHA PANELA CLOCK 7L,2.0,9.8,2,0.0001518214233041,0.9549033052453384,C,CHRIS
OBA OBA,44529,Fita Adesiva Transparente 24mm x 50m Adelbras,2.0,9.8,2,0.0001518214233041,0.9550551266686428,C,CHRIS
OBA OBA,46089,Caneta Esferográfica Pilot Bp-1 Retrátil 07 Preta Unidade Cor Da Tinta Preto Cor Do Exterior Preto,2.0,9.8,2,0.0001518214233041,0.9552069480919468,C,CHRIS
OBA OBA,46259,CANETA PILOT BP-1RT 1.0MM PRETA,2.0,9.8,2,0.0001518214233041,0.955358769515251,C,CHRIS
OBA OBA,46650,Prato Redondo nº 3 – Preto PLASMONT,2.0,9.8,1,0.0001518214233041,0.9555105909385552,C,CHRIS
OBA OBA,78974766602855,PUXADOR VILAGE G ALUF 5497,2.0,9.8,1,0.0001518214233041,0.9556624123618592,C,CHRIS
OBA OBA,78974766602955,Correia de Chinelo Comum 37/38 Dourada,2.0,9.8,2,0.0001518214233041,0.9558142337851636,C,CHRIS
OBA OBA,78974766603672,TESOURA ESCOLAR PLUS 130MM,2.0,9.8,2,0.0001518214233041,0.9559660552084676,C,CHRIS
OBA OBA,78974766603869,NAFTALINA ALPES 30G,2.0,9.8,2,0.0001518214233041,0.9561178766317718,C,CHRIS
OBA OBA,42555,FITA DE CETIM AZUL 22 MM,1.0,9.9,1,0.0001533706215011,0.9500062897446816,C,CHRIS
OBA OBA,42603,CADERNO CREDEAL ARITMETICA 40 F.,1.0,9.9,1,0.0001533706215011,0.9501596603661826,C,CHRIS
OBA OBA,44919,PEGADINHA DA BATATINHA,1.0,9.9,1,0.0001533706215011,0.9503130309876836,C,CHRIS
OBA OBA,44975,PANO DE MICROFIBRA GRANDE 33x53 COLOR,1.0,9.9,1,0.0001533706215011,0.9504664016091848,C,CHRIS
OBA OBA,46246,Fita de Cetim 10x22 Amarelo Canário,1.0,9.9,1,0.0001533706215011,0.950619772230686,C,CHRIS
OBA OBA,46381,CABO USB V8 AL-C28,1.0,9.9,1,0.0001533706215011,0.9507731428521872,C,CHRIS
OBA OBA,48834,SUPORTE P/ FILTRO DE CAFE 103    PRETO,1.0,9.9,1,0.0001533706215011,0.9509265134736882,C,CHRIS
OBA OBA,49333,GLOSS TURMA DA MONICA,1.0,9.9,1,0.0001533706215011,0.9510798840951892,C,CHRIS
OBA OBA,49564,CADERNO CALIGRAFIA LALA PETS 40F.,1.0,9.9,1,0.0001533706215011,0.9512332547166904,C,CHRIS
OBA OBA,50715,GEL TING VERMELHO N3,1.0,9.9,1,0.0001533706215011,0.9513866253381916,C,CHRIS
OBA OBA,50986,CABO USB 306,1.0,9.9,1,0.0001533706215011,0.9515399959596926,C,CHRIS
OBA OBA,51018,"Abraçadeiras Cinto Plástico Nylon 100 Un 3,6 Mm X 150 Mm",1.0,9.9,1,0.0001533706215011,0.9516933665811936,C,CHRIS
OBA OBA,51346,Interruptor Sobrepor 1 Tecla Simples 10A Retangular,1.0,9.9,1,0.0001533706215011,0.9518467372026947,C,CHRIS
OBA OBA,529,Tesoura 13cm Multiuso Tn Office,1.0,9.9,1,0.0001533706215011,0.952000107824196,C,CHRIS
OBA OBA,6024,CADERNO 1/4 ESPIRAL CAPA DURA 96 FOLHAS D+ MASCULINO TILIBRA,1.0,9.9,1,0.0001533706215011,0.9521534784456972,C,CHRIS
OBA OBA,6453,"CAIXAS PRESENTE GRAFICA CRISTINA COM TAMPA MEDIO 26X19X7,5 ESTAMPA SORTIDA",1.0,9.9,1,0.0001533706215011,0.9523068490671982,C,CHRIS
OBA OBA,78974766602303,"AGULHA CROCHE ALUMINIO 5,5",1.0,9.9,1,0.0001533706215011,0.9524602196886992,C,CHRIS
OBA OBA,78974766602777,Torneira Universal Plástica Elite Para Filtro  Marrom,1.0,9.9,1,0.0001533706215011,0.9526135903102004,C,CHRIS
OBA OBA,78974766603124,Forma de Pão 2  254MM Lazarin,1.0,9.9,1,0.0001533706215011,0.9527669609317015,C,CHRIS
OBA OBA,78974766603149,"PEGADOR DE GELO 18,5CM CATUAI",1.0,9.9,1,0.0001533706215011,0.9529203315532028,C,CHRIS
OBA OBA,78974766603213,AVENTAL MULTIUSO 64X48CM PEQUENO RODOS DOURADOS SORTIDO,1.0,9.9,1,0.0001533706215011,0.9530737021747038,C,CHRIS
OBA OBA,78974766603240,FORMA DE GELO PLASTICA VEMAX,1.0,9.9,1,0.0001533706215011,0.9532270727962048,C,CHRIS
OBA OBA,78974766604006,"Plastico termovip light 1,40 Pizza/pasta bege vermelho 4773A",1.0,9.9,1,0.0001533706215011,0.953380443417706,C,CHRIS
OBA OBA,78974766604249,"Pilha Ultra Alcalina Elgin Palito AA com 2 Unidades LR03-1,5V",1.0,9.9,1,0.0001533706215011,0.9535338140392072,C,CHRIS
OBA OBA,78974766604260,SACO PARA LAVAR ROUPA C/.ZIPER 45X55CM Catuai,1.0,9.9,1,0.0001533706215011,0.9536871846607082,C,CHRIS
OBA OBA,78974766604407,Porta Detergente Multiuso Premium Ref: 0984 Plasmont,1.0,9.9,1,0.0001533706215011,0.9538405552822092,C,CHRIS
SHALOM,KITOPL-12,Kit Opala Poltrona e Puff Decorativo Amamentação Leitura Sala Quarto - Vermelho,1.0,319.0,1,0.032369092894223,1.0,C,CHRIS
SHALOM,KITOPL-7,Kit Opala Poltrona e Puff Decorativo Amamentação Leitura Sala Quarto - Marrom,1.0,329.0,1,0.033383798000625,0.9676309071057768,C,CHRIS
SO BEBE,god123,Carrinho De Bebê Passeio Dobrável Super Reforçado God - Ápia,2.0,599.98,2,0.0797112231829221,1.0,C,JOYCE
